primary_mood,primary_mood_weight,secondary_mood,secondary_mood_weight,introspection,temper,attitude,sensitivity,News_ID
ecstasy,0.7924,enthusiasm,0.7333,0.9215000000000001,0.17600000000000002,0.787,0.902,N41018
ecstasy,0.6485,delight,0.4727,0.8740000000000001,0.0,0.816,0.0,N7601
joy,0.3652,pleasantness,0.2455,0.45049999999999996,0.0,0.41100000000000003,0.0,N60728
enthusiasm,0.8242,ecstasy,0.7394,0.904,0.0,0.812,0.932,N54699
ecstasy,0.9606,enthusiasm,0.8726999999999999,0.977,0.759,0.0,0.948,N41885
enthusiasm,0.8212,pleasantness,0.2773,0.276,0.0,0.4215,0.9309999999999999,N6792
loathing,0.5136,terror,0.5,0.0,0.0,-0.8295,-0.825,N11971
ecstasy,0.9909,delight,0.48479999999999995,0.987,0.17600000000000002,0.82,0.0,N59864
fear,0.5909,annoyance,0.5091,0.0,-0.168,-0.08900000000000001,-0.525,N2693
enthusiasm,0.5424,pleasantness,0.603,0.0,0.0,0.529,0.8390000000000001,N19777
ecstasy,0.9120999999999999,enthusiasm,0.8726999999999999,0.961,0.21600000000000003,0.13,0.948,N51567
delight,0.4144,ecstasy,0.17420000000000002,0.7175,0.125,0.7968000000000001,0.0,N35373
sadness,0.9061,fear,0.6121,-0.629,0.0,0.0,-0.532,N24903
serenity,0.997,,,0.0,0.32899999999999996,0.0,0.0,N13472
sadness,0.9909,fear,0.2758,-0.657,0.0,0.0,-0.42100000000000004,N1301
enthusiasm,0.5606,ecstasy,0.5333,0.836,0.168,0.35450000000000004,0.845,N48460
ecstasy,0.6545000000000001,delight,0.4152,0.8759999999999999,0.0,0.797,0.7759999999999999,N7238
loathing,0.38789999999999997,fear,0.6923999999999999,0.0,0.0,-0.7879999999999999,-0.5585,N44581
ecstasy,0.6212,delight,0.3273,0.865,0.0,0.768,0.0,N35130
grief,0.3515,fear,0.3121,-0.7759999999999999,0.0,0.2595,-0.433,N23144
,,,,0.0,-0.9990000000000001,0.0,0.0,N28605
rage,0.9758,terror,0.37270000000000003,0.0,-0.982,0.0,-0.7829999999999999,N23440
ecstasy,0.8606,bliss,0.6667000000000001,0.9440000000000001,0.88,0.7979999999999999,0.628,N51473
ecstasy,0.8909,bliss,0.3848,0.9540000000000001,0.787,0.642,0.0,N12969
ecstasy,0.6814,enthusiasm,0.37579999999999997,0.8848999999999999,0.0,0.7815000000000001,0.784,N40313
ecstasy,0.7591,pleasantness,0.40909999999999996,0.9105,0.0,0.465,0.0,N3872
grief,0.8773000000000001,loathing,0.4985,-0.9495,0.0,-0.8245,0.0,N32824
dislike,0.8061,,,0.0,0.0,-0.266,0.0,N34713
enthusiasm,0.6939,delight,0.4939,0.565,0.0,0.823,0.889,N35695
ecstasy,0.8591,enthusiasm,0.2818,0.9434999999999999,0.223,0.456,0.753,N3682
ecstasy,0.6848000000000001,pleasantness,0.7394,0.8859999999999999,0.0,0.574,0.0,N53170
ecstasy,0.7894,bliss,0.4545,0.9205,0.81,0.785,0.0,N61605
ecstasy,0.6242,enthusiasm,0.39390000000000003,0.866,0.0,0.32899999999999996,0.79,N40424
delight,0.5242,enthusiasm,0.3636,0.0,0.0,0.833,0.78,N4625
anger,0.5636,dislike,0.8379000000000001,0.0,-0.516,-0.27649999999999997,0.0,N35230
grief,0.6697,dislike,0.8909,-0.8809999999999999,0.0,-0.294,0.0,N11602
rage,0.6333,fear,0.9288,0.0,-0.8690000000000001,0.0,-0.6365,N23536
delight,0.34240000000000004,,,0.992,0.0,0.773,0.0,N35387
,,,,,,,,N9098
ecstasy,0.9484999999999999,delight,0.3848,0.973,0.0,0.787,0.6135,N20055
anger,0.8909,fear,0.2727,0.0,-0.624,-0.32299999999999995,-0.42,N55419
terror,0.6197,,,-0.9990000000000001,0.0,-0.823,-0.8645,N38740
ecstasy,0.8258,delight,0.3212,0.9325,0.0,0.7659999999999999,0.0,N36634
grief,0.6227,loathing,0.38789999999999997,-0.8654999999999999,0.0,-0.7879999999999999,0.0,N34803
ecstasy,0.7674,enthusiasm,0.4576,0.9133,0.794,0.787,0.8109999999999999,N4491
grief,0.4439,loathing,0.2545,-0.8065000000000001,-0.6265,-0.7440000000000001,-0.7175,N53
ecstasy,0.7515000000000001,delight,0.2667,0.9079999999999999,0.0,0.748,0.0,N1097
contentment,0.9606,serenity,0.43329999999999996,0.317,0.14300000000000002,0.0,0.0,N21740
enthusiasm,0.8423999999999999,delight,0.3788,0.0,0.0,0.785,0.938,N42099
ecstasy,0.9545,enthusiasm,0.8029999999999999,0.975,0.7815000000000001,0.768,0.925,N60438
ecstasy,0.7515000000000001,delight,0.1318,0.9079999999999999,0.0,0.7034999999999999,0.0,N54351
enthusiasm,0.6848000000000001,ecstasy,0.6803,0.8845000000000001,0.0,0.7695000000000001,0.8859999999999999,N33583
eagerness,0.997,pleasantness,0.7386,0.5565,0.0,0.5738,0.659,N44033
,,,,,,,,N34605
ecstasy,0.5061,delight,0.3394,0.8270000000000001,0.0,0.772,0.0,N26560
enthusiasm,0.8758,ecstasy,0.6606000000000001,0.878,0.7609999999999999,0.7805,0.9490000000000001,N31727
enthusiasm,0.8242,,,0.0,0.0,0.0,0.932,N15594
disgust,0.6561,anger,0.48479999999999995,0.0,-0.49,-0.5465,-0.311,N21295
ecstasy,0.9181999999999999,delight,0.2606,0.963,0.0,0.746,0.0,N4951
grief,0.6576000000000001,fear,0.9727,-0.877,0.0,-0.528,-0.6509999999999999,N48745
enthusiasm,0.447,delight,0.1515,0.0,0.0,0.71,0.8075,N6316
ecstasy,0.7364,delight,0.48479999999999995,0.903,0.0,0.82,0.755,N63737
terror,0.8606,,,0.0,0.0,0.0,-0.9440000000000001,N9207
ecstasy,0.8879,delight,0.3,0.953,0.0,0.759,0.6955,N15077
enthusiasm,0.5318,delight,0.39390000000000003,0.75,0.0,0.79,0.8355,N61246
enthusiasm,0.6848000000000001,delight,0.40299999999999997,0.0,0.0,0.7929999999999999,0.8859999999999999,N53249
ecstasy,0.9848,enthusiasm,0.5727,0.985,0.302,0.6472,0.8490000000000001,N12849
loathing,0.9545,anger,0.5212,0.0,-0.502,-0.975,0.0,N46812
ecstasy,0.8379000000000001,delight,0.33030000000000004,0.9365000000000001,0.0,0.769,0.0,N8969
grief,0.9848,fear,0.4242,-0.985,0.0,0.0,-0.47,N58604
anger,0.5121,fear,0.39390000000000003,0.0,-0.499,0.0,-0.46,N59503
annoyance,0.9545,melancholy,0.7636,-0.252,-0.315,0.0,-0.149,N58605
delight,0.903,ecstasy,0.7454999999999999,0.9059999999999999,0.0,0.958,0.8325,N38664
ecstasy,0.8061,enthusiasm,0.4,0.9259999999999999,0.7295,0.7765000000000001,0.792,N16224
enthusiasm,0.8029999999999999,pleasantness,0.6705,0.0,0.27699999999999997,0.5513,0.925,N24427
ecstasy,0.7545000000000001,delight,0.43329999999999996,0.909,0.0,0.8029999999999999,0.0,N8682
,,,,,,,,N58173
eagerness,0.6455,pleasantness,0.5242,0.313,0.0,0.503,0.5429999999999999,N55355
ecstasy,0.5576,pleasantness,0.2288,0.8440000000000001,0.0,0.40549999999999997,0.325,N1978
enthusiasm,0.9,joy,0.8454999999999999,0.609,0.3,0.3734,0.9570000000000001,N40876
terror,0.7303000000000001,,,0.0,-0.9990000000000001,-0.8115000000000001,-0.9009999999999999,N37295
grief,0.3417,fear,0.48479999999999995,-0.7726999999999999,0.0,0.0,-0.49,N8344
ecstasy,0.7,enthusiasm,0.6848000000000001,0.8909999999999999,0.0,0.7325,0.8859999999999999,N60892
ecstasy,0.7402,enthusiasm,0.6515000000000001,0.9043000000000001,0.765,0.76,0.875,N55067
ecstasy,0.797,delight,0.33030000000000004,0.9229999999999999,0.0,0.769,0.0,N1478
pleasantness,0.997,,,0.0,0.0,0.659,0.659,N12689
enthusiasm,0.8758,pleasantness,0.3015,0.0,0.239,0.42950000000000005,0.9490000000000001,N5956
ecstasy,0.7515000000000001,bliss,0.4515,0.9079999999999999,0.809,0.691,0.0,N61120
ecstasy,0.7633,delight,0.43479999999999996,0.9118999999999999,0.0,0.8035,0.0,N59088
loathing,0.253,,,0.0,0.0,-0.7434999999999999,0.0,N35139
pleasantness,0.1379,serenity,0.8120999999999999,0.0,0.268,0.37549999999999994,0.0,N31647
,,,,0.9990000000000001,0.978,0.0,0.9990000000000001,N1977
ecstasy,0.5697,delight,0.2879,0.848,0.0,0.755,0.0,N13677
enthusiasm,0.7667,ecstasy,0.7121,0.895,0.17600000000000002,0.794,0.9129999999999999,N42425
loathing,0.8576,fear,0.5273,0.0,-0.457,-0.943,-0.504,N21737
grief,0.9091,terror,0.6182,-0.96,0.0,-0.805,-0.8640000000000001,N1313
ecstasy,0.4303,,,0.802,0.0,0.0,0.0,N1034
grief,0.7379000000000001,loathing,0.3818,-0.9035,0.0,-0.7859999999999999,-0.32899999999999996,N52846
delight,0.4545,joy,0.6045,0.5295000000000001,0.0,0.81,0.0,N51087
ecstasy,0.8894,enthusiasm,0.5455,0.9534999999999999,0.2635,0.121,0.84,N60280
ecstasy,0.6485,calmness,0.6061,0.8740000000000001,0.53,0.115,0.0,N61344
loathing,0.2545,terror,0.1379,-0.5760000000000001,0.0,-0.7440000000000001,-0.7055,N55141
pleasantness,0.0788,contentment,0.8364,0.276,0.0,0.35600000000000004,0.0,N56704
ecstasy,0.8181999999999999,enthusiasm,0.797,0.93,0.0,0.8078,0.9229999999999999,N7462
ecstasy,0.4523,acceptance,0.8136,0.8093,0.0,0.2685,0.0,N19643
ecstasy,0.6848000000000001,enthusiasm,0.397,0.8859999999999999,0.249,0.485,0.7909999999999999,N9114
grief,0.503,loathing,0.3061,-0.826,0.0,-0.7609999999999999,0.0,N10431
bliss,0.8061,,,0.0,0.9259999999999999,0.0,0.0,N56927
grief,0.7726999999999999,anger,0.5212,-0.915,-0.502,0.0,0.0,N14019
grief,0.703,loathing,0.3333,-0.892,0.0,-0.77,0.0,N6794
sadness,0.6061,fear,0.2409,-0.53,0.0,-0.27699999999999997,-0.40950000000000003,N27683
loathing,0.8576,fear,0.5273,0.0,-0.457,-0.943,-0.504,N16229
ecstasy,0.997,acceptance,0.8621,0.9890000000000001,0.17,0.2845,0.0,N28056
ecstasy,0.8242,bliss,0.49090000000000006,0.932,0.8220000000000001,0.0,0.478,N53540
contentment,0.6636,,,0.21899999999999997,0.0,0.0,0.0,N51967
terror,0.9697,loathing,0.2667,0.0,0.0,-0.748,-0.98,N53094
ecstasy,0.7515000000000001,pleasantness,0.5924,0.9079999999999999,0.0,0.5255,0.0,N59183
ecstasy,0.9606,enthusiasm,0.8029999999999999,0.977,0.0,0.721,0.925,N19741
enthusiasm,0.40299999999999997,ecstasy,0.3871,0.7878000000000001,0.6245,0.46049999999999996,0.7929999999999999,N578
,,,,,,,,N39033
loathing,0.4576,fear,0.42729999999999996,-0.205,0.0,-0.8109999999999999,-0.47100000000000003,N51209
enthusiasm,0.6970000000000001,pleasantness,0.35450000000000004,0.309,0.249,0.447,0.89,N48496
ecstasy,0.7242000000000001,delight,0.4485,0.899,0.0,0.8079999999999999,0.0,N49785
anxiety,0.6848000000000001,melancholy,0.6818000000000001,-0.225,0.0,0.0,-0.226,N19179
ecstasy,0.9515,pleasantness,0.5924,0.9740000000000001,0.0,0.5255,0.0,N10409
grief,0.9181999999999999,terror,0.2515,-0.963,-0.451,-0.569,-0.743,N14944
enthusiasm,0.5727,pleasantness,0.8712000000000001,0.0,0.22699999999999998,0.6175,0.8490000000000001,N48957
enthusiasm,0.9091,ecstasy,0.7545000000000001,0.909,0.17600000000000002,0.765,0.96,N28271
grief,0.7924,terror,0.6212,-0.9215000000000001,0.0,-0.821,-0.865,N58600
ecstasy,0.5485,delight,0.3871,0.841,0.0,0.7878000000000001,0.6718000000000001,N40260
sadness,0.6136,disgust,0.3121,-0.5325,0.0,-0.433,0.0,N42401
pleasantness,0.997,serenity,0.5333,0.0,0.17600000000000002,0.659,0.0,N18134
enthusiasm,0.2697,pleasantness,0.997,0.0,0.0,0.659,0.7490000000000001,N58248
ecstasy,0.8636,enthusiasm,0.35450000000000004,0.945,0.0,0.25,0.777,N58171
pleasantness,0.5061,,,0.0,0.0,0.49700000000000005,0.0,N15367
ecstasy,0.6598,enthusiasm,0.37420000000000003,0.8778,0.516,0.0,0.7835,N6476
ecstasy,0.8985,enthusiasm,0.4576,0.9565,0.0,0.41700000000000004,0.8109999999999999,N15534
ecstasy,0.7152,bliss,0.4576,0.8959999999999999,0.8109999999999999,0.0,0.0,N42869
anger,0.7606,sadness,0.5121,-0.499,-0.581,-0.308,-0.43200000000000005,N19724
enthusiasm,0.8726999999999999,ecstasy,0.7242000000000001,0.899,0.0,0.8079999999999999,0.948,N17090
ecstasy,0.8409,enthusiasm,0.8212,0.9375,0.9259999999999999,0.782,0.9309999999999999,N48671
joy,0.997,,,0.659,0.0,0.0,0.0,N26379
enthusiasm,0.8484999999999999,ecstasy,0.6606000000000001,0.878,0.0,0.7093,0.94,N11214
terror,0.7909,disgust,0.2803,0.0,-0.312,-0.4225,-0.9209999999999999,N15425
ecstasy,0.8606,responsiveness,0.997,0.9440000000000001,0.2775,0.2878,0.32899999999999996,N57216
fear,0.6758,sadness,0.5606,-0.515,0.0,0.0,-0.5529999999999999,N6824
terror,0.42729999999999996,rage,0.3015,0.0,-0.7595000000000001,-0.48700000000000004,-0.8009999999999999,N189
enthusiasm,0.8726999999999999,pleasantness,0.9477,0.309,0.0,0.6428,0.948,N3819
grief,0.9909,loathing,0.2606,-0.987,0.0,-0.746,0.0,N54728
dislike,0.997,,,0.0,0.0,-0.32899999999999996,0.0,N7457
terror,0.8955,grief,0.7091,-0.894,-0.7609999999999999,-0.7713,-0.9555,N9413
ecstasy,0.7484999999999999,delight,0.3667,0.907,0.0,0.7809999999999999,0.0,N60980
delight,0.3394,,,0.991,0.0,0.772,0.0,N36466
ecstasy,0.9667,delight,0.3273,0.9790000000000001,0.0,0.768,0.63,N61128
anxiety,0.7121,dislike,0.6,0.0,0.0,-0.198,-0.235,N41096
loathing,0.3333,terror,0.0333,-0.5760000000000001,0.0,-0.77,-0.6709999999999999,N63115
ecstasy,0.9545,pleasantness,0.34850000000000003,0.975,0.0,0.445,0.0,N23830
enthusiasm,0.6636,ecstasy,0.5697,0.848,0.0,0.785,0.879,N22924
ecstasy,0.7121,enthusiasm,0.44549999999999995,0.895,0.0,0.7609999999999999,0.807,N62141
pleasantness,0.997,,,0.0,0.0,0.659,0.0,N25157
,,,,0.0,0.0,0.993,0.0,N32284
enthusiasm,0.9181999999999999,ecstasy,0.7242000000000001,0.899,0.0,0.7859999999999999,0.963,N7219
dislike,0.7667,,,0.0,0.0,-0.253,0.0,N11688
grief,0.1424,fear,0.8258,-0.7070000000000001,0.0,0.0,-0.6025,N59500
delight,0.2606,eagerness,0.9848,0.5895,0.08900000000000001,0.746,0.655,N10238
ecstasy,0.6455,delight,0.1144,0.873,0.0,0.6978,0.0,N12004
ecstasy,0.7909,enthusiasm,0.6242,0.9209999999999999,0.0,0.7722,0.866,N24418
ecstasy,0.6121,delight,0.3519,0.862,0.0,0.7761,0.0,N61582
ecstasy,0.8212,delight,0.12179999999999999,0.9309999999999999,0.315,0.7001999999999999,0.659,N26453
ecstasy,0.6758,bliss,0.2667,0.883,0.748,0.0,0.0,N9739
ecstasy,0.8212,pleasantness,0.35,0.9309999999999999,0.273,0.44549999999999995,0.0,N442
disgust,0.6606000000000001,anger,0.48479999999999995,-0.258,-0.49,-0.5479999999999999,0.0,N63067
terror,0.6606000000000001,loathing,0.4697,-0.6465000000000001,0.0,-0.815,-0.878,N38776
grief,0.6424,disgust,0.4303,-0.872,0.0,-0.47200000000000003,0.0,N38781
ecstasy,0.8332999999999999,delight,0.048499999999999995,0.935,0.659,0.6759999999999999,0.0,N16779
joy,0.997,,,0.659,0.0,0.0,0.0,N5861
ecstasy,0.7681999999999999,pleasantness,0.8864,0.9135,0.177,0.6225,0.0,N39299
delight,0.4303,,,0.755,0.282,0.802,0.997,N56512
enthusiasm,0.7182,delight,0.2697,0.0,0.0,0.7490000000000001,0.897,N32016
ecstasy,0.8015000000000001,delight,0.3136,0.9245,0.0,0.7635,0.0,N51046
eagerness,0.997,,,0.0,0.0,0.0,0.659,N1027
loathing,0.43939999999999996,terror,0.2394,0.0,0.0,-0.805,-0.7390000000000001,N39703
ecstasy,0.897,bliss,0.6788,0.956,0.884,0.7759999999999999,0.0,N5526
enthusiasm,0.7484999999999999,contentment,0.5485,0.18100000000000002,0.0,0.11599999999999999,0.907,N41476
ecstasy,0.6515000000000001,enthusiasm,0.603,0.875,0.32799999999999996,0.40049999999999997,0.8590000000000001,N27775
ecstasy,0.9120999999999999,serenity,0.5152,0.961,0.17,0.124,0.0,N1286
calmness,0.5121,contentment,0.9364,0.309,0.499,0.122,0.0,N45880
terror,0.2788,anger,0.6076,0.0,-0.5305,0.0,-0.752,N32162
bliss,0.3152,ecstasy,0.1773,0.7184999999999999,0.764,0.455,0.0,N839
enthusiasm,0.8909,ecstasy,0.7,0.8909999999999999,0.23399999999999999,0.142,0.9540000000000001,N17698
rage,0.7182,dislike,0.5667,0.0,-0.897,-0.187,0.0,N40109
loathing,0.6455,terror,0.11359999999999999,0.0,-0.457,-0.873,-0.6975,N21782
grief,0.8273,loathing,0.34240000000000004,-0.9329999999999999,0.0,-0.773,-0.231,N5574
delight,0.6061,,,0.0,0.0,0.86,0.0,N16292
grief,0.2864,loathing,0.2606,-0.7545000000000001,0.0,-0.746,-0.49,N30567
grief,0.8484999999999999,loathing,0.2727,-0.94,0.0,-0.75,0.0,N17072
grief,0.9242,loathing,0.4818,-0.965,0.0,-0.8190000000000001,0.0,N4305
ecstasy,0.5803,delight,0.4303,0.8515,0.0,0.802,0.0,N33875
ecstasy,0.6439,enthusiasm,0.5727,0.8725,0.0,0.7883,0.8490000000000001,N57030
anger,0.33030000000000004,sadness,0.147,-0.3785,-0.439,-0.09,0.0,N17156
loathing,0.49700000000000005,grief,0.1076,-0.6955,-0.585,-0.8240000000000001,0.0,N55279
calmness,0.4364,responsiveness,0.5788,0.0,0.474,0.115,0.191,N35931
ecstasy,0.6091,delight,0.5667,0.861,0.0,0.847,0.762,N5758
ecstasy,0.6636,delight,0.5053,0.879,0.0,0.8268000000000001,0.0,N43889
fear,0.2409,melancholy,0.7787999999999999,-0.257,0.0,-0.131,-0.40950000000000003,N6048
ecstasy,0.7681999999999999,pleasantness,0.5379,0.9135,0.0,0.5075,0.0,N42899
enthusiasm,0.7333,delight,0.4288,0.0,0.7404999999999999,0.8015000000000001,0.902,N6607
calmness,0.9045000000000001,acceptance,0.3909,0.0,0.6285000000000001,0.129,0.0,N53878
dislike,0.7136,,,0.0,0.0,-0.23550000000000001,0.0,N5636
rage,0.8758,loathing,0.4515,-0.603,-0.9490000000000001,-0.809,-0.8079999999999999,N52431
ecstasy,0.9894,delight,0.272,0.9865,0.0,0.7497,0.0,N33021
ecstasy,0.8409,delight,0.3061,0.9375,0.0,0.7609999999999999,0.0,N11462
enthusiasm,0.6242,acceptance,0.9106000000000001,0.19699999999999998,0.244,0.3005,0.866,N30446
enthusiasm,0.7484999999999999,ecstasy,0.6576000000000001,0.877,0.815,0.0,0.907,N22800
ecstasy,0.7757999999999999,delight,0.2545,0.9159999999999999,0.0,0.7440000000000001,0.0,N40000
grief,0.9545,loathing,0.2909,-0.975,-0.40049999999999997,-0.7559999999999999,0.0,N29495
enthusiasm,0.37729999999999997,delight,0.3591,0.0,0.0,0.7785,0.7845,N52041
grief,0.9348000000000001,loathing,0.34700000000000003,-0.9684999999999999,0.0,-0.7745000000000001,0.0,N46090
ecstasy,0.6439,delight,0.3212,0.8725,0.0,0.7659999999999999,0.0,N8713
grief,0.9091,terror,0.6182,-0.96,0.0,-0.805,-0.8640000000000001,N61143
ecstasy,0.997,delight,0.3061,0.9890000000000001,0.0,0.7609999999999999,0.519,N58319
grief,0.5606,annoyance,0.9788,-0.845,-0.32299999999999995,0.33049999999999996,0.0,N16188
grief,0.997,rage,0.9879000000000001,-0.9890000000000001,-0.986,-0.8170000000000001,-0.8009999999999999,N2690
enthusiasm,0.8636,ecstasy,0.7424,0.905,0.0,0.769,0.945,N40010
ecstasy,0.9333,pleasantness,0.4045,0.968,0.28600000000000003,0.4635,0.0,N16505
ecstasy,0.8045,bliss,0.6818000000000001,0.9255,0.885,0.7809999999999999,0.79,N19867
terror,0.7454999999999999,grief,0.6394,-0.871,-0.49,-0.8248000000000001,-0.9059999999999999,N36126
ecstasy,0.6818000000000001,delight,0.16519999999999999,0.885,0.0,0.7145,0.0,N41107
anger,0.8621,,,0.0,-0.6145,0.0,0.0,N2516
,,,,,,,,N26197
enthusiasm,0.41359999999999997,delight,0.16670000000000001,0.0,0.0,0.715,0.7965000000000001,N7395
ecstasy,0.9091,delight,0.33030000000000004,0.96,0.0,0.769,0.0,N7048
ecstasy,0.8379000000000001,enthusiasm,0.46740000000000004,0.9365000000000001,0.7490000000000001,0.452,0.8143,N11011
ecstasy,0.8606,delight,0.3515,0.9440000000000001,0.0,0.7759999999999999,0.0,N7919
ecstasy,0.8133,delight,0.3845,0.9284,0.22699999999999998,0.7868999999999999,0.0,N14883
enthusiasm,0.6788,ecstasy,0.6061,0.86,0.0,0.7490000000000001,0.884,N42275
enthusiasm,0.7409,ecstasy,0.6227,0.8654999999999999,0.294,0.6799,0.9045000000000001,N30524
ecstasy,0.9348000000000001,eagerness,0.6053000000000001,0.9684999999999999,0.499,0.248,0.5297999999999999,N54907
ecstasy,0.6303,delight,0.43939999999999996,0.868,0.0,0.805,0.748,N55702
grief,0.7182,loathing,0.3864,-0.897,0.0,-0.7875,0.0,N33006
ecstasy,0.6182,enthusiasm,0.3909,0.8640000000000001,0.0,0.5379999999999999,0.789,N26903
sadness,0.7015,dislike,0.2848,-0.5615,0.0,-0.094,0.0,N20575
ecstasy,0.8636,pleasantness,0.2939,0.945,0.239,0.42700000000000005,0.0,N57685
anger,0.8576,melancholy,0.8151999999999999,-0.26899999999999996,-0.613,-0.26,-0.134,N32368
loathing,0.3061,sadness,0.7394,-0.574,-0.424,-0.7609999999999999,-0.504,N10729
grief,0.2091,fear,0.37579999999999997,-0.7290000000000001,0.0,0.0,-0.45399999999999996,N5736
terror,0.575,loathing,0.3848,-0.579,-0.49,-0.787,-0.8498,N59867
rage,0.7167,loathing,0.2515,0.0,-0.8965000000000001,-0.743,0.0,N35575
fear,0.9636,,,0.0,0.0,0.0,-0.648,N1466
,,,,,,,,N50083
ecstasy,0.703,enthusiasm,0.5424,0.892,0.0,0.768,0.8390000000000001,N5068
ecstasy,0.9258,enthusiasm,0.2515,0.9655,0.18100000000000002,0.46950000000000003,0.743,N25443
ecstasy,0.7545000000000001,delight,0.48479999999999995,0.909,0.5579999999999999,0.82,0.0,N61720
enthusiasm,0.7121,pleasantness,0.5667,0.0,0.0,0.517,0.895,N40967
ecstasy,0.7409,delight,0.46520000000000006,0.9045000000000001,0.0,0.8134999999999999,0.0,N54370
,,,,,,,,N34980
ecstasy,0.9576,enthusiasm,0.6970000000000001,0.976,0.0,0.757,0.89,N10547
grief,0.9181999999999999,dislike,0.7773,-0.963,0.0,-0.2565,0.0,N18316
ecstasy,0.6848000000000001,,,0.8859999999999999,0.0,0.0,0.0,N29536
ecstasy,0.9606,enthusiasm,0.33030000000000004,0.977,0.0,0.0,0.769,N43274
ecstasy,0.7696999999999999,pleasantness,0.825,0.914,0.52,0.6022,0.0,N28485
ecstasy,0.9394,delight,0.4515,0.97,0.0,0.809,0.0,N2216
enthusiasm,0.5727,,,0.0,0.0,0.0,0.8490000000000001,N23146
sadness,0.703,fear,0.45299999999999996,-0.562,-0.424,0.0,-0.47950000000000004,N53831
ecstasy,0.8652,enthusiasm,0.7364,0.9455,0.815,0.7725,0.903,N58363
ecstasy,0.8029999999999999,enthusiasm,0.6455,0.925,0.763,0.5755,0.873,N45829
,,,,,,,,N5859
enthusiasm,0.6333,pleasantness,0.7234999999999999,0.0,0.304,0.5688,0.8690000000000001,N62239
ecstasy,0.9576,enthusiasm,0.5606,0.976,0.0,0.0,0.845,N33946
sadness,0.997,,,-0.659,0.0,-0.659,0.0,N17274
ecstasy,0.5,enthusiasm,0.4758,0.825,0.0,0.0,0.8170000000000001,N64278
dislike,0.5909,,,0.0,0.0,-0.195,0.0,N16667
sadness,0.9545,,,-0.645,0.0,0.0,0.0,N4979
ecstasy,0.8489,enthusiasm,0.3333,0.9401,0.23199999999999998,0.3734,0.77,N3307
rage,0.7182,sadness,0.7394,-0.574,-0.897,-0.32899999999999996,0.0,N4072
grief,0.597,loathing,0.35450000000000004,-0.857,0.0,-0.777,-0.209,N9851
enthusiasm,0.6848000000000001,delight,0.43939999999999996,0.7304999999999999,0.0,0.805,0.8859999999999999,N29966
ecstasy,0.9515,bliss,0.24850000000000003,0.9740000000000001,0.742,0.0,0.0,N22953
grief,0.1011,fear,0.3576,-0.6934,0.0,0.0,-0.44799999999999995,N8259
grief,0.9545,terror,0.8242,-0.975,-0.531,-0.78,-0.932,N34394
,,,,,,,,N29721
,,,,,,,,N35712
ecstasy,0.8227,delight,0.7258,0.9315000000000001,0.0,0.8995000000000001,0.0,N47792
ecstasy,0.5939,delight,0.2939,0.856,0.0,0.757,0.0,N31071
ecstasy,0.9273,delight,0.3697,0.966,0.588,0.782,0.0,N63483
ecstasy,0.8133,calmness,0.272,0.9284,0.41969999999999996,0.3121,0.0,N31989
grief,0.8106,rage,0.3818,-0.9275,-0.7859999999999999,-0.47200000000000003,-0.555,N41339
grief,0.9606,loathing,0.397,-0.977,0.0,-0.7909999999999999,0.0,N15997
grief,0.3439,terror,0.3394,-0.7735,0.0,0.0,-0.772,N42978
grief,0.7303000000000001,,,-0.9009999999999999,0.0,0.0,0.0,N45845
delight,0.8787999999999999,serenity,0.997,0.0,0.32899999999999996,0.95,0.0,N1741
bliss,0.4788,joy,0.8379000000000001,0.6065,0.818,0.502,0.0,N57610
grief,0.7167,loathing,0.2803,-0.8965000000000001,0.0,-0.7525,0.0,N64954
ecstasy,0.7091,delight,0.4606,0.894,0.0,0.812,0.0,N63217
rage,0.8787999999999999,sadness,0.7909,-0.591,-0.95,0.0,-0.434,N59724
ecstasy,0.9576,delight,0.3091,0.976,0.0,0.762,0.0,N6084
rage,0.5939,,,0.0,-0.856,0.0,0.0,N23423
delight,0.2788,ecstasy,0.2606,0.746,0.0,0.752,0.0,N30345
enthusiasm,0.49090000000000006,ecstasy,0.3212,0.7659999999999999,0.64,0.0,0.8220000000000001,N4663
ecstasy,0.7454999999999999,enthusiasm,0.4,0.9059999999999999,0.0,0.0,0.792,N5405
calmness,0.1045,acceptance,0.32880000000000004,0.0,0.36450000000000005,0.1085,0.0,N41029
ecstasy,0.5697,delight,0.2879,0.848,0.0,0.755,0.0,N56965
dislike,0.997,,,0.0,0.0,-0.32899999999999996,0.0,N61232
terror,0.6697,loathing,0.4485,0.0,0.0,-0.8079999999999999,-0.8809999999999999,N13100
ecstasy,0.4886,pleasantness,0.8303,0.8212999999999999,0.498,0.604,0.0,N59691
ecstasy,0.6061,eagerness,0.7227,0.86,0.0,0.36450000000000005,0.5685,N31574
ecstasy,0.7454999999999999,enthusiasm,0.4,0.9059999999999999,0.298,0.136,0.792,N45791
enthusiasm,0.7364,delight,0.44549999999999995,0.659,0.0,0.807,0.903,N40057
loathing,0.42119999999999996,,,-0.997,0.0,-0.799,0.0,N45046
enthusiasm,0.9061,delight,0.3697,0.0,0.0,0.782,0.9590000000000001,N34122
ecstasy,0.5561,eagerness,0.6818000000000001,0.8434999999999999,0.304,0.4545,0.555,N36758
sadness,0.7152,,,-0.5660000000000001,0.0,0.0,0.0,N1938
